year,region_id,policy_id,policy_label,1,2,3,4,5,6,7,8,9,total
2011,10,33,Cultura,19973080.00,17027880.00,"",80749650.00,"",7586900.00,23242260.00,189589960.00,"",338169730.00
2011,10,41,"Agricultura, Pesca y Alimentación",46108300.00,18555170.00,"",105694870.00,"",25352430.00,149605250.00,"","",345316020.00
2011,10,42,Industria y Energía,11474100.00,3608230.00,"",62307460.00,"",1052250.00,64680920.00,"","",143122960.00
2011,10,43,"Comercio, Turismo y Pymes",8715420.00,1411550.00,"",86445290.00,"",144600.00,30545760.00,"","",127262620.00
2011,10,45,Infraestructuras,58454750.00,55549270.00,5304420.00,67277670.00,"",249535580.00,35081480.00,"","",471203170.00
2011,10,46,"Investigación, Desarrollo e Innovación",26367670.00,13528550.00,5000.00,3093320.00,"",18524660.00,40017690.00,30000.00,"",101566890.00
2011,10,49,Otras Actuaciones de Carácter Económico,14183700.00,2259380.00,"",4453600.00,"",687290.00,185750.00,500000.00,"",22269720.00
2011,10,91,Alta Dirección,48063970.00,16706360.00,"",9518230.00,"",4365310.00,8210.00,80060.00,"",78742140.00
2011,10,92,Servicios de Carácter General,32774770.00,25663480.00,201280.00,155384050.00,"",38201970.00,45955130.00,39942560.00,"",338123240.00
2011,10,93,Administración Financiera y Tributaria,32844270.00,36079480.00,63270.00,3710610.00,"",190600.00,3746830.00,"","",76635060.00
2011,10,95,Deuda Pública,"","",497859800.00,"","","","","",139500010.00,637359810.00
2017,1,11,Justicia,305131288.00,153322808.00,"",45640741.00,"",21039834.00,"","","",525134671.00
2017,1,13,Seguridad Ciudadana e Instituciones Penitenciarias,16483747.00,13332513.00,"",280000.00,"",10105232.00,"","","",40201492.00
2017,1,14,Política Exterior,1637333.00,169347.00,"",46578159.00,"","",111908.00,"","",48496747.00
2017,1,21,Pensiones,"","","",22618890.00,"","","","","",22618890.00
2017,1,23,Servicios Sociales y Promoción Social,329470456.00,627379039.00,70000.00,1196698313.00,"",40082355.00,8082236.00,"","",2201782399.00
2017,1,24,Fomento del Empleo,153668441.00,61367910.00,400000.00,302417454.00,"",132571210.00,338327248.00,"",140000.00,988892263.00
2017,1,26,Acceso a la Vivienda y Fomento de la Edificación,23997138.00,3198709.00,372608.00,59336644.00,"",21389151.00,147457882.00,3979007.00,30000000.00,289731139.00
2017,1,31,Sanidad,4329252816.00,2335575791.00,5225550.00,2435577464.00,"",115914014.00,16089249.00,"","",9237634884.00
2017,1,32,Educación,4249911758.00,181180973.00,157638.00,1942659971.00,"",27626803.00,613644855.00,"",5070118.00,7020252116.00
2017,1,33,Cultura,82222499.00,27121291.00,961570.00,59940783.00,"",39075116.00,23085498.00,"","",232406757.00
2017,1,41,"Agricultura, Pesca y Alimentación",202442520.00,42837324.00,2319026.00,16189118.00,"",279267943.00,378280045.00,200000.00,16500.00,921552476.00
2017,1,42,Industria y Energía,15493493.00,1751005.00,"",24231405.00,"",29511944.00,225203235.00,"","",296191082.00
2017,1,43,"Comercio, Turismo y Pymes",48693632.00,4798241.00,"",91716716.00,"",9628528.00,113587329.00,"","",268424446.00
2017,1,44,Subvenciones al Transporte,"","","",22057781.00,"","",53606332.00,"","",75664113.00
2017,1,45,Infraestructuras,174570611.00,24722520.00,8892149.00,276935603.00,"",444917145.00,43381615.00,"","",973419643.00
2017,1,46,"Investigación, Desarrollo e Innovación",73949087.00,27773809.00,271300.00,18295108.00,"",40871697.00,305289073.00,"",22133190.00,488583264.00
2017,1,49,Otras Actuaciones de Carácter Económico,43947126.00,6939653.00,"",111591362.00,"",50470873.00,3269168.00,"","",216218182.00
2017,1,91,Alta Dirección,94630617.00,27251786.00,"",13665911.00,"",9712402.00,192249.00,177064.00,"",145630029.00
2017,1,92,Servicios de Carácter General,78740278.00,82938440.00,115102.00,142767503.00,16000000.00,25746220.00,76277265.00,"","",422584808.00
2017,1,93,Administración Financiera y Tributaria,54385712.00,38973226.00,4216800.00,"","",17399660.00,"",18000000.00,"",132975398.00
2017,1,94,Transferencias a otras Administraciones Públicas,"","","",480000000.00,"","",4251226.00,"","",484251226.00
2017,1,95,Deuda Pública,"","",479563744.00,"","","","","",3682000000.00,4161563744.00
2009,5,11,Justicia,86847785.00,27432772.00,"",15030265.00,"",28749207.00,"",12.00,"",158060041.00
2009,5,13,Seguridad Ciudadana e Instituciones Penitenciarias,3727419.00,17136925.00,"",7076427.00,"",6270790.00,1702170.00,3000.00,"",35916731.00
2009,5,14,Política Exterior,1975319.00,1074240.00,"",11281162.00,"",90000.00,5327132.00,"","",19747853.00
2009,5,21,Pensiones,"","","",7850660.00,"","","","","",7850660.00
2009,5,23,Servicios Sociales y Promoción Social,44849130.00,71884283.00,24000.00,151551728.00,"",14163467.00,13325180.00,15006.00,"",295812794.00
2009,5,24,Fomento del Empleo,32628664.00,13254367.00,43880.00,208611927.00,"",11988528.00,1925551.00,6012.00,"",268458929.00
2009,5,26,Acceso a la Vivienda y Fomento de la Edificación,13224351.00,3645813.00,3006.00,22029523.00,"",52529803.00,38883961.00,1000.00,"",130317457.00
2009,5,31,Sanidad,1365914420.00,802156583.00,5999140.00,646166205.00,"",89806859.00,1490000.00,3346777.00,"",2914879984.00
2009,5,32,Educación,1129068042.00,126768676.00,"",406663960.00,"",57455332.00,28060149.00,60.00,"",1748016219.00
2009,5,33,Cultura,9034391.00,1848950.00,"",6616486.00,"",37455888.00,5235506.00,12.00,"",60191233.00
2009,5,41,"Agricultura, Pesca y Alimentación",25643115.00,9898522.00,"",16483916.00,"",12849565.00,73487414.00,6005.00,"",138368537.00
2009,5,42,Industria y Energía,9788303.00,2691499.00,"",552486.00,"",3910323.00,26362924.00,12.00,"",43305547.00
2009,5,43,"Comercio, Turismo y Pymes",8740286.00,1170237.00,"",7460518.00,"",10560070.00,53189415.00,6000.00,"",81126526.00
2009,5,45,Infraestructuras,42327249.00,12868859.00,"",67769184.00,"",424442811.00,65411086.00,12021.00,"",612831210.00
2009,5,46,"Investigación, Desarrollo e Innovación",9595026.00,2792549.00,"",22442466.00,"",12283132.00,37713093.00,37003000.00,"",121829266.00
2009,5,49,Otras Actuaciones de Carácter Económico,7571851.00,1051507.00,"",2328888.00,"",452010.00,531302.00,"","",11935558.00
2009,5,91,Alta Dirección,23792570.00,10454807.00,"",2210701.00,"",3714875.00,403404.00,26755.00,"",40603112.00
2009,5,92,Servicios de Carácter General,68132558.00,53394883.00,5266.00,55037058.00,"",46100730.00,2665975.00,361076.00,"",225697546.00
2009,5,93,Administración Financiera y Tributaria,31375721.00,12384818.00,"",7119354.00,"",6075702.00,9853312.00,"","",66808907.00
2009,5,94,Transferencias a otras Administraciones Públicas,"","","",601495365.00,"","",115381686.00,"","",716877051.00
2009,5,95,Deuda Pública,"","",43560872.00,"","","","","",183105327.00,226666199.00
2009,4,11,Justicia,163173.00,105000.00,"","","","","","","",268173.00
2009,4,13,Seguridad Ciudadana e Instituciones Penitenciarias,6137364.00,1355210.00,44600.00,9264068.00,"",7097046.00,3511181.00,"","",27409469.00
2009,4,14,Política Exterior,661322.00,462534.00,"",11900187.00,"",1013000.00,5497632.00,"","",19534675.00
2009,4,21,Pensiones,"","","",8630649.00,"","","","","",8630649.00
2009,4,23,Servicios Sociales y Promoción Social,13240229.00,10715459.00,"",60419228.00,"",11803413.00,10029455.00,"","",106207784.00
2009,4,24,Fomento del Empleo,13383493.00,2716520.00,"",72588599.00,"",6116820.00,7067370.00,"","",101872802.00
2009,4,26,Acceso a la Vivienda y Fomento de la Edificación,1677574.00,391162.00,"",748430.00,"",3312339.00,13797286.00,"","",19926791.00
2009,4,31,Sanidad,459816052.00,496096807.00,11850000.00,230831019.00,"",48078867.00,10852888.00,"","",1257525633.00
2009,4,32,Educación,505483817.00,25802305.00,1818803.00,249371660.00,"",27378522.00,17046209.00,"","",826901316.00
2009,4,33,Cultura,6603305.00,4296769.00,"",29537154.00,"",8148997.00,1896084.00,"","",50482309.00
2009,4,41,"Agricultura, Pesca y Alimentación",5097224.00,1500340.00,"",21326670.00,"",17703020.00,25818400.00,"","",71445654.00
2009,4,42,Industria y Energía,5464667.00,1498150.00,"",4683224.00,"",3359760.00,22892002.00,"","",37897803.00
2009,4,43,"Comercio, Turismo y Pymes",6086012.00,905440.00,"",18204794.00,"",5790240.00,57715602.00,"","",88702088.00
2009,4,45,Infraestructuras,20558466.00,5671208.00,305750.00,86693953.00,"",89643014.00,141792151.00,"","",344664542.00
2009,4,46,"Investigación, Desarrollo e Innovación",403884.00,70630.00,"",8977120.00,"",10501370.00,3817086.00,"","",23770090.00
2009,4,49,Otras Actuaciones de Carácter Económico,6720382.00,1689557.00,149257.00,5947647.00,"",8258749.00,637172.00,"","",23402764.00
2009,4,91,Alta Dirección,23383294.00,7527269.00,"",7295181.00,"",5923250.00,3189181.00,6.00,"",47318181.00
2009,4,92,Servicios de Carácter General,19707461.00,10787950.00,"",17858951.00,"",22760308.00,43892353.00,"","",115007023.00
2009,4,93,Administración Financiera y Tributaria,10956032.00,7023400.00,3000000.00,30000.00,"",1550000.00,5000.00,"","",22564432.00
2009,4,94,Transferencias a otras Administraciones Públicas,"","","",109929939.00,"","",84019901.00,"","",193949840.00
2009,4,95,Deuda Pública,"","",97595564.00,"","","","","",79913366.00,177508930.00
2008,4,11,Justicia,96643.00,100000.00,"","","","","","","",196643.00
2008,4,13,Seguridad Ciudadana e Instituciones Penitenciarias,5931312.00,1342080.00,71280.00,8252202.00,"",7002815.00,3455740.00,"","",26055429.00
2008,4,14,Política Exterior,1028702.00,802728.00,"",10188107.00,"",2656417.00,5052632.00,"","",19728586.00
2008,4,21,Pensiones,"","","",12430016.00,"","","","","",12430016.00
2008,4,23,Servicios Sociales y Promoción Social,12943451.00,8094882.00,"",46690876.00,"",9543889.00,10106753.00,"","",87379851.00
2008,4,24,Fomento del Empleo,12340030.00,3420130.00,"",72969019.00,"",6433300.00,66040.00,"","",95228519.00
2008,4,26,Acceso a la Vivienda y Fomento de la Edificación,1780926.00,582944.00,"","","",4707001.00,11638113.00,"","",18708984.00
2008,4,31,Sanidad,441230292.00,468199818.00,5661201.00,223533461.00,"",54810386.00,3864800.00,"","",1197299958.00
2008,4,32,Educación,479613245.00,23880972.00,1665440.00,233029818.00,"",26068161.00,16194500.00,"","",780452136.00
2008,4,33,Cultura,6214053.00,4995030.00,"",18852109.00,"",7413758.00,1849779.00,"","",39324729.00
2008,4,41,"Agricultura, Pesca y Alimentación",4856486.00,1342200.00,"",20740210.00,"",16417020.00,25474970.00,"","",68830886.00
2008,4,42,Industria y Energía,5300600.00,1497240.00,"",4666270.00,"",3165000.00,23075367.00,"","",37704477.00
2008,4,43,"Comercio, Turismo y Pymes",5905981.00,887670.00,"",12363758.00,"",5684280.00,58921690.00,"","",83763379.00
2008,4,45,Infraestructuras,19271734.00,5143705.00,305745.00,75262680.00,"",134395449.00,121976256.00,"","",356355569.00
2008,4,46,"Investigación, Desarrollo e Innovación",321839.00,40800.00,"",8533221.00,"",5547029.00,8952983.00,"","",23395872.00
2008,4,49,Otras Actuaciones de Carácter Económico,6133982.00,2180011.00,152790.00,5810085.00,"",8283892.00,"","","",22560760.00
2008,4,91,Alta Dirección,20956116.00,8215534.00,"",5072361.00,"",7506063.00,3313168.00,6.00,"",45063248.00
2008,4,92,Servicios de Carácter General,20106670.00,10779467.00,57920.00,16634943.00,"",23844557.00,43251046.00,"","",114674603.00
2008,4,93,Administración Financiera y Tributaria,8635486.00,5190490.00,"","","",1350000.00,"","","",15175976.00
2008,4,94,Transferencias a otras Administraciones Públicas,"","","",100749977.00,"","",70199852.00,"","",170949829.00
2008,4,95,Deuda Pública,"","",70918593.00,"","","","","",42070000.00,112988593.00
2008,5,11,Justicia,83103025.00,25840014.00,"",15100300.00,"",39241471.00,60000.00,12.00,"",163344822.00
2008,5,13,Seguridad Ciudadana e Instituciones Penitenciarias,3519372.00,18318328.00,"",8022087.00,"",1848182.00,1679556.00,3000.00,"",33390525.00
2008,5,14,Política Exterior,1882667.00,2365437.00,"",11934550.00,"",162048.00,5583000.00,"","",21927702.00
2008,5,21,Pensiones,"","","",7850660.00,"","","","","",7850660.00
2008,5,23,Servicios Sociales y Promoción Social,40612329.00,66796983.00,9000.00,197529623.00,"",14325956.00,18932269.00,15006.00,"",338221166.00
2008,5,24,Fomento del Empleo,31603303.00,15520112.00,40000.00,198045474.00,"",15246622.00,1884151.00,6012.00,"",262345674.00
2008,5,26,Acceso a la Vivienda y Fomento de la Edificación,11566920.00,4433921.00,3006.00,19385746.00,"",61297689.00,43348032.00,1000.00,"",140036314.00
2008,5,31,Sanidad,1242902623.00,838514916.00,5511012.00,557034986.00,"",127644788.00,12000000.00,3349771.00,"",2786958096.00
2008,5,32,Educación,1086599451.00,129181169.00,"",395457153.00,"",73639709.00,29959271.00,60.00,"",1714836813.00
2008,5,33,Cultura,7805718.00,3268751.00,"",13851299.00,"",43571529.00,16904326.00,12.00,"",85401635.00
2008,5,41,"Agricultura, Pesca y Alimentación",22014334.00,15398588.00,"",25351953.00,"",12870358.00,69796073.00,6005.00,"",145437311.00
2008,5,42,Industria y Energía,9365324.00,3527384.00,"",829563.00,"",2599670.00,27919126.00,12.00,"",44241079.00
2008,5,43,"Comercio, Turismo y Pymes",8413122.00,1875632.00,"",12709738.00,"",12383686.00,51431628.00,6000.00,"",86819806.00
2008,5,45,Infraestructuras,37162346.00,14726819.00,"",131654923.00,"",403077369.00,140642516.00,12033.00,"",727276006.00
2008,5,46,"Investigación, Desarrollo e Innovación",9091055.00,3355693.00,"",23741951.00,"",10047590.00,20336499.00,3000.00,"",66575788.00
2008,5,49,Otras Actuaciones de Carácter Económico,10147348.00,3788969.00,"",3465787.00,"",22068364.00,172302.00,"","",39642770.00
2008,5,91,Alta Dirección,23300738.00,12005324.00,"",2656483.00,"",6711930.00,403404.00,26753.00,"",45104632.00
2008,5,92,Servicios de Carácter General,67034854.00,66766978.00,4800.00,62234384.00,"",49381158.00,1858354.00,423076.00,"",247703604.00
2008,5,93,Administración Financiera y Tributaria,31116788.00,14980726.00,"",7661072.00,"",6005789.00,6908848.00,"","",66673223.00
2008,5,94,Transferencias a otras Administraciones Públicas,"","","",438273622.00,"","",96416735.00,"","",534690357.00
2008,5,95,Deuda Pública,"","",40241000.00,"","","","","",229417098.00,269658098.00
2016,1,11,Justicia,297068866.00,139447959.00,"",39640741.00,"",16638646.00,"","","",492796212.00
2016,1,13,Seguridad Ciudadana e Instituciones Penitenciarias,16738217.00,12692524.00,"",120000.00,"",9973584.00,375000.00,"","",39899325.00
2016,1,14,Política Exterior,1646301.00,377605.00,"",45807539.00,"",426000.00,111908.00,"","",48369353.00
2016,1,21,Pensiones,"","","",23612583.00,"","","","","",23612583.00
2016,1,23,Servicios Sociales y Promoción Social,343424825.00,590845998.00,70000.00,1188494577.00,"",13858319.00,8384513.00,18000.00,"",2145096232.00
2016,1,24,Fomento del Empleo,208886019.00,58958909.00,200000.00,133357973.00,"",244726854.00,334610599.00,"",140000.00,980880354.00
2016,1,26,Acceso a la Vivienda y Fomento de la Edificación,13197868.00,3200000.00,372608.00,58432883.00,"",9959480.00,121697002.00,4018908.00,30000000.00,240878749.00
2016,1,31,Sanidad,4214263487.00,2052211940.00,39590355.00,2342686831.00,"",79680944.00,22722969.00,"","",8751156526.00
2016,1,32,Educación,4145711173.00,157176778.00,170845.00,1914743090.00,"",2870216.00,583550316.00,"",5056911.00,6809279329.00
2016,1,33,Cultura,81695794.00,20550321.00,351423.00,55194764.00,"",34159729.00,16745080.00,"","",208697111.00
2016,1,41,"Agricultura, Pesca y Alimentación",200384419.00,42649876.00,2069026.00,17611379.00,"",256876179.00,392065664.00,1336382.00,"",912992925.00
2016,1,42,Industria y Energía,14544289.00,1601005.00,"",23771405.00,"",29361734.00,212065641.00,"","",281344074.00
2016,1,43,"Comercio, Turismo y Pymes",39406962.00,5282719.00,"",78947257.00,"",6197981.00,122953862.00,"","",252788781.00
2016,1,44,Subvenciones al Transporte,"","","",23583183.00,"","",48941149.00,"","",72524332.00
2016,1,45,Infraestructuras,182365100.00,22533736.00,3016646.00,260443869.00,"",356916437.00,91898233.00,"","",917174021.00
2016,1,46,"Investigación, Desarrollo e Innovación",72018763.00,19983244.00,271300.00,22249781.00,"",34707010.00,300316098.00,"",22133190.00,471679386.00
2016,1,49,Otras Actuaciones de Carácter Económico,44021116.00,8692042.00,"",114466281.00,"",49724011.00,2744168.00,25000000.00,"",244647618.00
2016,1,91,Alta Dirección,94824399.00,27116618.00,"",13928783.00,"",9016535.00,189408.00,177064.00,"",145252807.00
2016,1,92,Servicios de Carácter General,77022945.00,75074609.00,120762.00,118000920.00,16000000.00,21445284.00,80881657.00,"","",388546177.00
2016,1,93,Administración Financiera y Tributaria,54752628.00,36380119.00,4216800.00,"","",15482639.00,"",18000000.00,"",128832186.00
2016,1,94,Transferencias a otras Administraciones Públicas,"","","",480000000.00,"","",4251226.00,"","",484251226.00
2016,1,95,Deuda Pública,"","",479083441.00,"","","","","",2517998684.00,2997082125.00
2010,10,11,Justicia,184392630.00,55817400.00,5424260.00,24494860.00,"",21586080.00,"","","",291715230.00
2010,10,13,Seguridad Ciudadana e Instituciones Penitenciarias,6586100.00,38547700.00,"",22315210.00,"",8703210.00,232000.00,"","",76384220.00
2010,10,14,Política Exterior,2323590.00,1617500.00,"",11254020.00,"",30000.00,30438430.00,"","",45663540.00
2010,10,21,Pensiones,"","","",1000000.00,"","","","","",1000000.00
2010,10,23,Servicios Sociales y Promoción Social,105201650.00,202962640.00,"",392019800.00,"",18791430.00,20594150.00,30000.00,"",739599670.00
2010,10,24,Fomento del Empleo,61756000.00,15319660.00,90000.00,382626740.00,"",22076230.00,2504800.00,"","",484373430.00
2010,10,26,Acceso a la Vivienda y Fomento de la Edificación,8247900.00,4598790.00,"",2000000.00,"",19465110.00,78165960.00,"","",112477760.00
2010,10,31,Sanidad,2612959100.00,1611581200.00,"",1247782790.00,"",222677170.00,9821200.00,"","",5704821460.00
2010,10,32,Educación,2406988150.00,204315510.00,"",1054175950.00,"",25753220.00,646948600.00,57317050.00,"",4395498480.00
2010,10,33,Cultura,21207890.00,19795560.00,"",106990860.00,"",11250600.00,34499370.00,185980000.00,"",379724280.00
2010,10,41,"Agricultura, Pesca y Alimentación",49521060.00,21779990.00,"",105310690.00,"",49964770.00,142014650.00,3254480.00,"",371845640.00
